date,position_change,capital_change,positions,capital_deployed
2018-12-24,-3,-2579.0760790126806,1,92.068596269703
2018-12-27,1,894.1067994603495,2,986.1753957300525
2018-12-28,1,898.019080779578,3,1884.1944765096305
2018-12-31,1,898.4643690157677,4,2782.658845525398
2019-01-08,1,832.0360219074072,5,3614.6948674328055
2019-01-09,0,-18.469256581479613,5,3596.2256108513257
2019-01-10,0,-37.289196714856075,5,3558.9364141364695
2019-01-11,0,13.835140809802965,5,3572.7715549462723
2019-01-14,0,-7.952932040503583,5,3564.8186229057687
2019-01-18,0,-33.959236729546774,5,3530.859386176222
2019-01-22,0,48.07921081601319,5,3578.938596992235
2019-01-28,0,-5.616339908904024,5,3573.322257083331
2019-01-31,0,-26.76674626464819,5,3546.5555108186827
2019-02-01,0,-12.263461362180237,5,3534.2920494565024
2019-02-04,0,-2.61990283410762,5,3531.672146622395
2019-02-05,-1,-971.8388397727192,4,2559.833306849676
2019-02-06,1,1001.7202203134412,5,3561.553527163117
2019-02-08,-2,-2002.6039566672152,3,1558.9495704959018
2019-02-11,1,997.3634945898824,4,2556.3130650857843
2019-02-13,0,-2.8959132368560176,4,2553.4171518489284
2019-02-14,1,1014.9550368618176,5,3568.372188710746
2019-02-19,0,-4.015150699357264,5,3564.357038011389
2019-02-20,-3,-3407.155516807755,2,157.201521203634
2019-02-22,0,135.01810228840952,2,292.2196234920435
2019-02-25,-1,-1079.676792606393,1,-787.4571691143495
2019-02-26,1,1083.755941369816,2,296.29877225546636
2019-02-28,1,1083.9210372299965,3,1380.219809485463
2019-03-14,2,2150.201513183418,5,3530.4213226688807
2019-03-19,0,-12.459164317622253,5,3517.9621583512585
2019-03-20,0,1.149010675488853,5,3519.111169026747
2019-03-22,-1,-1136.4352305607279,4,2382.675938466019
2019-03-25,1,1096.2468922515934,5,3478.9228307176127
2019-03-26,0,-18.119018732746326,5,3460.803811984866
2019-03-29,0,-25.029123637741804,5,3435.7746883471245
2019-04-01,0,-17.34805670018227,5,3418.426631646942
2019-04-02,0,31.54213302661674,5,3449.968764673559
2019-04-08,0,23.977719276658945,5,3473.946483950218
2019-04-09,0,5.426207480337098,5,3479.3726914305553
2019-04-15,0,-35.03897998373668,5,3444.3337114468186
2019-04-17,0,34.64569030790267,5,3478.979401754721
2019-04-18,-1,-1037.6230585549645,4,2441.3563431997563
2019-04-24,-1,-1163.285742864085,3,1278.0706003356713
2019-04-25,1,1111.2332880130627,4,2389.3038883487343
2019-04-29,0,-35.0941900933135,4,2354.209698255421
2019-04-30,1,1104.4965085888362,5,3458.706206844257
2019-05-01,0,-5.844009742368144,5,3452.862197101889
2019-05-03,0,50.58564296702207,5,3503.447840068911
2019-05-06,-1,-1086.5364994991744,4,2416.9113405697362
2019-05-07,0,-6.030390315317618,4,2410.8809502544186
2019-05-10,1,1060.3203830767698,5,3471.2013333311884
2019-05-14,-1,-1011.756291784247,4,2459.4450415469414
2019-05-17,0,-30.754285666129135,4,2428.6907558808125
2019-05-20,-1,-1112.681606938617,3,1316.0091489421955
2019-05-22,1,1065.453732183767,4,2381.4628811259627
2019-05-24,-2,-2233.5353687151637,2,147.92751241079895
2019-05-28,2,2204.717032637731,4,2352.64454504853
2019-05-31,1,1087.131386827371,5,3439.775931875901
2019-06-06,0,-1.01371903339259,5,3438.7622128425082
2019-06-07,0,-5.347851279273755,5,3433.4143615632347
2019-06-10,0,-18.50528148102876,5,3414.909080082206
2019-06-11,0,-4.779866596975808,5,3410.12921348523
2019-06-12,0,-13.821398471061457,5,3396.3078150141687
2019-06-13,0,7.9389077436760545,5,3404.2467227578445
2019-06-19,0,-12.228093491221216,5,3392.018629266623
2019-06-20,0,-16.943063315598692,5,3375.075565951024
2019-06-21,0,6.435468011051853,5,3381.511033962076
2019-06-24,0,-15.057895441261508,5,3366.4531385208147
2019-07-01,0,-1.7381184464322814,5,3364.7150200743827
2019-07-02,0,-72.7800489242477,5,3291.934971150135
2019-07-05,-1,-1115.2643281379158,4,2176.6706430122194
2019-07-08,1,1211.1075622553078,5,3387.7782052675275
2019-07-10,0,-44.732223349881906,5,3343.045981917646
2019-07-11,-1,-1240.7159178463587,4,2102.330064071287
2019-07-12,0,-35.48024947361978,4,2066.8498145976673
2019-07-15,1,1284.4469261577956,5,3351.296740755463
2019-07-18,-1,-1114.6689895458358,4,2236.627751209627
2019-07-19,-1,-1326.332087765849,3,910.295663443778
2019-07-23,0,63.74938647641238,3,974.0450499201904
2019-07-24,-1,-1241.209882971389,2,-267.1648330511987
2019-07-25,3,3675.0452768529053,5,3407.880443801707
2019-07-29,0,-29.01713389958718,5,3378.86330990212
2019-08-01,-1,-1112.0809581841786,4,2266.7823517179413
2019-08-02,0,17.16584809759729,4,2283.948199815539
2019-08-05,0,77.0362798692986,4,2360.9844796848374
2019-08-06,-1,-1247.3251445195272,3,1113.6593351653103
2019-08-07,0,-5.633578442327462,3,1108.0257567229828
2019-08-08,2,2271.942210535626,5,3379.967967258609
2019-08-09,0,3.1515059505134104,5,3383.1194732091226
2019-08-12,-1,-1164.2678735858788,4,2218.8515996232436
2019-08-13,1,1140.8692146308051,5,3359.7208142540485
2019-08-14,-1,-1170.6623586254625,4,2189.0584556285858
2019-08-15,-1,-1027.7191256384338,3,1161.339329990152
2019-08-16,1,1124.4288261294066,4,2285.7681561195586
2019-08-20,0,18.531191638887776,4,2304.2993477584464
2019-08-21,0,-13.51069908132854,4,2290.7886486771176
2019-08-30,1,1081.7566260285842,5,3372.5452747057016
2019-09-04,0,-19.227528897935827,5,3353.3177458077657
2019-09-05,0,3.886051472287363,5,3357.203797280053
2019-09-06,0,-71.25510430015606,5,3285.948692979897
2019-09-09,0,14.39153510049232,5,3300.3402280803894
2019-09-10,0,-35.5802719548326,5,3264.7599561255565
2019-09-11,0,5.689354145271636,5,3270.4493102708284
2019-09-12,0,-15.708268614151848,5,3254.7410416566763
2019-09-13,-1,-1173.9096890995788,4,2080.8313525570975
2019-09-16,1,1177.8434988993006,5,3258.674851456398
2019-09-18,0,24.23459485225044,5,3282.9094463086485
2019-10-02,-1,-1064.777419917643,4,2218.1320263910056
2019-10-03,-1,-1133.478975739195,3,1084.6530506518106
2019-10-07,-1,-1141.611312056294,2,-56.95826140448344
2019-10-08,1,1134.03856783151,3,1077.0803064270265
2019-10-09,-1,-1067.2847969112331,2,9.795509515793356
2019-10-10,1,1120.8985296046164,3,1130.6940391204098
2019-10-11,1,1076.3353759108713,4,2207.029415031281
2019-10-14,1,1120.9810737476046,5,3328.0104887788857
2019-10-15,-1,-1153.548115934657,4,2174.4623728442284
2019-10-16,1,1065.375687803436,5,3239.8380606476644
2019-10-21,0,40.19134021567038,5,3280.0294008633346
2019-10-22,0,-39.3291983847007,5,3240.700202478634
2019-10-23,0,-0.13520892743031254,5,3240.5649935512038
2019-10-24,0,-18.19635367764681,5,3222.368639873557
2019-10-25,0,-5.7947202392497275,5,3216.5739196343075
2019-10-28,0,-4.09121564359657,5,3212.482703990711
2019-10-29,0,-9.378462165957444,5,3203.1042418247534
2019-10-30,0,-8.707734929560957,5,3194.3965068951925
2019-11-01,0,19.28868739494601,5,3213.6851942901385
2019-11-04,0,-2.4311992908819775,5,3211.2539949992565
2019-11-05,0,-29.911086390865194,5,3181.3429086083916
2019-11-06,0,-7.0541284812247795,5,3174.288780127167
2019-11-07,-1,-1103.305157208703,4,2070.983622918464
2019-11-11,1,1139.6093337743782,5,3210.592956692842
2019-11-13,-2,-2361.285273509198,3,849.3076831836443
2019-11-14,2,2291.5717634311623,5,3140.8794466148065
2019-11-15,0,-14.043869109997331,5,3126.8355775048094
2019-11-18,0,17.547874298245688,5,3144.3834518030553
2019-11-19,-1,-1179.3041340646275,4,1965.0793177384278
2019-11-20,1,1147.430337442689,5,3112.5096551811166
2019-11-27,0,-28.926842512069015,5,3083.5828126690476
2019-12-05,0,3.0213055726653693,5,3086.604118241713
2019-12-06,0,-14.194519714910939,5,3072.4095985268023
2019-12-13,0,56.42237518342563,5,3128.831973710228
2019-12-16,-1,-1244.9098688503561,4,1883.9221048598718
2019-12-17,1,1244.4383001781982,5,3128.36040503807
2019-12-19,0,19.192594118461784,5,3147.5529991565318
2019-12-20,0,40.40336158083369,5,3187.9563607373657
2019-12-23,-1,-1256.3746717710364,4,1931.5816889663292
2019-12-24,1,1251.3130614412294,5,3182.8947504075586
2019-12-27,0,-14.492109303909729,5,3168.402641103649
2020-01-03,0,13.67821628506772,5,3182.0808573887166
2020-01-09,0,-33.87661399243757,5,3148.204243396279
2020-01-10,-2,-2508.1882465265144,3,640.0159968697644
2020-01-13,2,2534.342012859516,5,3174.3580097292806
2020-01-14,0,-9.574875242437429,5,3164.783134486843
2020-01-17,-1,-1289.0063961813971,4,1875.776738305446
2020-01-21,1,1246.4672104876013,5,3122.2439487930474
2020-01-22,-2,-2425.382216848555,3,696.8617319444925
2020-01-24,1,1238.171026592008,4,1935.0327585365005
2020-01-27,-1,-1225.412951129702,3,709.6198074067986
2020-01-28,-1,-1186.2258803820832,2,-476.60607297528463
2020-01-29,2,2453.9961427529197,4,1977.390069777635
