ticker,entry_date,exit_date,entry_price,entry_rsi,exit_price,exit_rsi,profit,profit_pct,days_held,exit_reason
WSM,2022-05-26,2022-07-20,65.0,54.7,68.76,71.2,3.76,5.79,55,RSI OB
WSM,2022-11-11,2022-12-05,67.67,67.2,56.71,26.6,-10.96,-16.19,24,SuperTrend
WSM,2023-01-06,2023-02-09,61.88,59.8,63.33,53.4,1.44,2.34,34,SuperTrend
WSM,2023-06-06,2023-06-13,61.94,66.4,64.72,72.5,2.78,4.5,7,RSI OB
WSM,2023-08-23,2023-10-11,71.01,50.1,81.21,72.7,10.2,14.37,49,RSI OB
WSM,2023-11-14,2023-11-15,79.07,57.2,80.69,76.7,1.62,2.06,1,RSI OB
WSM,2024-02-08,2024-02-16,107.93,59.4,113.05,73.9,5.12,4.74,8,RSI OB
WSM,2024-05-03,2024-05-06,152.35,66.6,154.15,77.7,1.79,1.18,3,RSI OB
WSM,2024-07-12,2024-08-02,158.6,58.3,139.82,39.3,-18.78,-11.84,21,SuperTrend
WSM,2024-09-16,2024-09-19,145.02,65.5,150.08,75.2,5.06,3.49,3,RSI OB
WSM,2025-07-01,2025-07-02,169.19,69.4,173.18,79.2,3.99,2.36,1,RSI OB
WSM,2026-01-06,2026-01-16,197.0,64.7,211.51,70.4,14.51,7.37,10,RSI OB
WSM,2026-05-21,2026-05-28,191.94,60.1,205.6,70.2,13.66,7.12,7,RSI OB
WST,2015-06-16,2015-06-18,56.91,58.6,58.33,75.0,1.42,2.5,2,RSI OB
WST,2016-02-19,2016-02-25,59.21,59.0,62.5,74.6,3.29,5.56,6,RSI OB
WST,2016-07-01,2016-07-15,76.64,52.9,77.79,71.9,1.15,1.5,14,RSI OB
WST,2016-10-31,2016-11-10,76.03,58.6,77.5,72.9,1.47,1.93,10,RSI OB
WST,2017-04-24,2017-04-26,82.44,52.9,84.0,75.4,1.56,1.89,2,RSI OB
WST,2017-09-06,2017-09-07,88.91,66.1,89.27,72.6,0.36,0.4,1,RSI OB
WST,2017-10-26,2017-10-31,100.93,63.4,101.4,70.0,0.47,0.47,5,RSI OB
WST,2018-03-09,2018-03-13,92.04,64.1,92.07,71.3,0.03,0.03,4,RSI OB
WST,2018-04-18,2018-04-23,91.96,64.3,91.99,76.5,0.03,0.03,5,RSI OB
WST,2019-11-04,2019-11-05,147.74,67.4,146.91,71.5,-0.83,-0.56,1,RSI OB
WST,2020-04-08,2020-04-09,164.79,66.5,162.93,73.0,-1.86,-1.13,1,RSI OB
WST,2020-10-06,2020-10-12,290.33,58.4,301.66,71.2,11.33,3.9,6,RSI OB
WST,2020-11-05,2020-11-24,295.02,52.3,267.71,33.3,-27.31,-9.26,19,SuperTrend
WST,2020-12-22,2020-12-30,282.91,58.4,279.94,72.8,-2.97,-1.05,8,RSI OB
WST,2021-04-01,2021-04-08,284.77,61.7,291.88,74.4,7.11,2.5,7,RSI OB
WST,2022-03-18,2022-03-28,414.69,61.3,406.65,74.6,-8.04,-1.94,10,RSI OB
WST,2022-07-28,2022-08-01,339.92,60.8,339.04,74.6,-0.88,-0.26,4,RSI OB
WST,2022-09-09,2022-09-14,313.51,45.1,290.82,36.6,-22.69,-7.24,5,SuperTrend
WST,2022-10-18,2022-10-20,261.61,57.0,231.3,42.1,-30.31,-11.59,2,SuperTrend
WST,2023-01-17,2023-01-19,253.04,64.5,254.78,70.8,1.74,0.69,2,RSI OB
WST,2023-06-12,2023-06-20,357.39,56.2,366.11,82.3,8.72,2.44,8,RSI OB
WST,2023-08-08,2023-08-16,399.87,58.3,397.49,81.9,-2.38,-0.6,8,RSI OB
WST,2023-10-11,2023-10-25,392.21,69.9,358.0,39.6,-34.21,-8.72,14,SuperTrend
WST,2023-12-13,2024-02-02,359.68,60.7,381.02,77.6,21.34,5.93,51,RSI OB
WST,2024-03-12,2024-03-14,377.99,66.8,399.39,71.3,21.4,5.66,2,RSI OB
WST,2024-06-12,2024-07-25,338.42,53.1,277.16,29.6,-61.26,-18.1,43,SuperTrend
WST,2025-01-13,2025-02-07,339.6,64.2,321.55,37.0,-18.05,-5.32,25,SuperTrend
WST,2025-06-06,2025-06-11,224.69,61.2,224.01,71.0,-0.68,-0.3,5,RSI OB
WST,2025-11-25,2026-01-07,280.84,47.9,278.44,71.8,-2.4,-0.85,43,RSI OB
WY,2015-06-16,2015-07-09,32.96,49.5,31.26,29.5,-1.7,-5.16,23,SuperTrend
WY,2015-10-09,2015-10-14,28.85,56.9,28.77,70.8,-0.08,-0.28,5,RSI OB
WY,2016-02-25,2016-03-01,25.36,48.0,26.65,72.6,1.29,5.09,5,RSI OB
WY,2016-06-30,2016-07-15,29.77,45.6,32.03,80.4,2.26,7.59,15,RSI OB
WY,2016-09-22,2016-10-28,32.08,51.5,29.99,37.0,-2.09,-6.51,36,SuperTrend
WY,2016-11-18,2016-11-22,31.13,59.6,32.13,77.2,1.0,3.21,4,RSI OB
WY,2017-06-19,2017-07-06,34.04,62.6,32.06,35.0,-1.98,-5.82,17,SuperTrend
WY,2017-07-20,2017-07-26,34.0,58.7,33.92,73.0,-0.08,-0.24,6,RSI OB
WY,2017-08-31,2017-09-07,32.61,56.0,33.15,73.0,0.54,1.66,7,RSI OB
WY,2018-01-23,2018-01-25,36.61,65.1,37.73,74.8,1.12,3.06,2,RSI OB
WY,2019-01-07,2019-01-14,23.48,45.5,24.08,82.9,0.6,2.56,7,RSI OB
WY,2019-03-28,2019-04-05,26.61,69.2,27.39,71.2,0.78,2.93,8,RSI OB
WY,2019-06-10,2019-06-12,24.11,59.4,25.06,74.2,0.95,3.94,2,RSI OB
WY,2019-10-18,2019-10-22,28.28,57.6,29.13,82.3,0.85,3.01,4,RSI OB
WY,2020-02-14,2020-02-25,30.66,54.4,28.07,49.2,-2.59,-8.45,11,SuperTrend
WY,2020-05-26,2020-06-03,21.1,66.8,22.12,75.7,1.02,4.83,8,RSI OB
WY,2020-07-14,2020-07-15,24.46,63.8,25.06,79.1,0.6,2.45,1,RSI OB
WY,2020-10-05,2020-10-27,29.73,56.6,27.56,37.0,-2.17,-7.3,22,SuperTrend
WY,2020-12-04,2020-12-09,30.72,65.5,31.71,73.4,0.99,3.22,5,RSI OB
WY,2021-02-08,2021-02-19,35.16,63.0,34.99,73.3,-0.17,-0.48,11,RSI OB
WY,2021-08-27,2021-09-03,35.95,68.2,36.64,72.4,0.69,1.92,7,RSI OB
WY,2021-09-22,2021-10-20,36.41,50.6,37.31,75.1,0.9,2.47,28,RSI OB
WY,2022-02-02,2022-02-09,41.47,52.2,42.57,74.5,1.1,2.65,7,RSI OB
WY,2022-04-13,2022-04-20,40.06,64.4,42.13,72.6,2.07,5.17,7,RSI OB
WY,2022-07-28,2022-08-01,36.37,64.0,36.9,72.6,0.53,1.46,4,RSI OB
WY,2022-10-25,2023-01-05,30.91,57.9,30.3,30.0,-0.61,-1.97,72,SuperTrend
WY,2023-01-25,2023-01-26,32.75,60.5,33.65,73.2,0.9,2.75,1,RSI OB
WY,2023-04-11,2023-04-13,30.87,58.9,31.18,78.1,0.31,1.0,2,RSI OB
WY,2023-06-13,2023-06-14,30.52,65.0,30.52,75.2,0.0,0.0,1,RSI OB
WY,2023-11-02,2023-11-14,30.16,52.6,31.63,70.8,1.47,4.87,12,RSI OB
WY,2024-02-28,2024-04-10,34.23,62.6,33.6,31.0,-0.63,-1.84,42,SuperTrend
WY,2024-07-11,2024-07-17,28.96,53.1,30.49,72.1,1.53,5.28,6,RSI OB
WY,2024-11-25,2024-12-12,32.23,53.9,30.4,48.3,-1.83,-5.68,17,SuperTrend
WY,2025-01-15,2025-01-21,29.56,64.9,30.42,72.6,0.86,2.91,6,RSI OB
WY,2025-06-09,2025-06-11,27.01,56.5,27.36,82.1,0.35,1.3,2,RSI OB
WY,2025-12-10,2025-12-11,23.03,69.7,23.2,70.7,0.17,0.74,1,RSI OB
WY,2026-04-08,2026-04-09,24.9,65.4,24.82,71.2,-0.08,-0.32,1,RSI OB
WY,2026-05-27,2026-06-05,24.51,56.3,24.48,72.8,-0.03,-0.12,9,RSI OB
WTW,2016-04-19,2016-04-25,121.68,57.5,123.3,81.0,1.62,1.33,6,RSI OB
WTW,2016-06-30,2016-07-18,124.31,45.9,123.98,77.1,-0.33,-0.27,18,RSI OB
WTW,2016-09-29,2016-10-03,129.79,69.2,132.11,74.5,2.32,1.79,4,RSI OB
WTW,2017-01-05,2017-02-09,125.96,67.8,122.54,31.2,-3.42,-2.72,35,SuperTrend
WTW,2017-02-17,2017-02-27,128.35,62.9,128.24,74.0,-0.11,-0.09,10,RSI OB
WTW,2018-03-09,2018-03-23,164.14,60.3,151.51,38.3,-12.63,-7.69,14,SuperTrend
WTW,2018-05-10,2018-05-22,155.62,61.1,155.88,78.5,0.26,0.17,12,RSI OB
WTW,2019-01-18,2019-01-23,158.66,68.4,158.18,72.9,-0.48,-0.3,5,RSI OB
WTW,2019-06-05,2019-06-07,182.85,64.9,186.88,72.7,4.03,2.2,2,RSI OB
WTW,2020-03-04,2020-03-12,206.55,44.0,172.8,29.2,-33.75,-16.34,8,SuperTrend
WTW,2020-07-14,2020-07-15,203.95,63.7,206.12,71.6,2.17,1.06,1,RSI OB
WTW,2020-11-10,2020-11-18,202.01,43.1,205.7,72.0,3.69,1.83,8,RSI OB
WTW,2021-04-28,2021-05-03,245.88,60.6,260.99,70.1,15.11,6.15,5,RSI OB
WTW,2021-09-02,2021-09-09,230.06,64.9,236.0,74.0,5.94,2.58,7,RSI OB
WTW,2022-03-18,2022-03-25,236.0,65.3,237.99,72.7,1.99,0.84,7,RSI OB
WTW,2022-07-28,2022-08-02,204.63,55.8,205.52,70.8,0.89,0.43,5,RSI OB
WTW,2022-10-28,2022-11-01,221.37,66.3,221.2,70.7,-0.17,-0.08,4,RSI OB
WTW,2023-09-19,2023-09-25,213.36,63.1,213.9,74.8,0.54,0.25,6,RSI OB
WTW,2025-01-16,2025-01-27,322.12,58.9,329.44,74.9,7.32,2.27,11,RSI OB
WTW,2025-04-14,2025-06-10,328.02,43.1,296.83,30.5,-31.19,-9.51,57,SuperTrend
WTW,2025-07-31,2025-08-08,315.81,57.5,327.85,73.3,12.04,3.81,8,RSI OB
WTW,2025-12-19,2025-12-22,332.56,64.9,332.4,74.2,-0.16,-0.05,3,RSI OB
WTW,2026-02-03,2026-02-09,335.1,58.1,290.09,33.7,-45.01,-13.43,6,SuperTrend
WTW,2026-07-01,2026-07-07,275.04,59.8,293.9,77.3,18.86,6.86,6,RSI OB
ARM,2024-01-19,2024-02-08,78.58,51.7,113.89,81.8,35.31,44.94,20,RSI OB
ARM,2024-09-13,2024-09-26,147.37,57.9,149.16,77.2,1.79,1.21,13,RSI OB
ARM,2024-12-13,2024-12-19,151.91,68.8,132.1,47.9,-19.81,-13.04,6,SuperTrend
ARM,2025-01-06,2025-01-21,147.41,46.4,155.2,71.7,7.79,5.28,15,RSI OB
ARM,2025-04-24,2025-04-25,112.01,60.4,113.34,71.4,1.33,1.19,1,RSI OB
ARM,2025-07-21,2025-07-25,161.92,50.2,163.17,72.6,1.25,0.77,4,RSI OB
ARM,2026-01-22,2026-02-18,119.2,65.2,127.24,72.3,8.04,6.74,27,RSI OB
APP,2021-08-19,2021-08-25,67.1,61.9,76.6,71.7,9.5,14.16,6,RSI OB
APP,2022-02-15,2022-02-22,75.51,65.0,57.33,39.3,-18.18,-24.08,7,SuperTrend
APP,2022-05-13,2022-06-13,39.46,47.5,33.83,43.7,-5.63,-14.27,31,SuperTrend
APP,2022-08-08,2022-08-17,40.14,64.4,30.18,41.4,-9.96,-24.81,9,SuperTrend
APP,2022-09-12,2022-09-16,28.51,64.7,23.15,39.6,-5.36,-18.8,4,SuperTrend
APP,2023-01-04,2023-01-26,10.9,53.8,11.9,74.2,1.0,9.17,22,RSI OB
APP,2023-03-21,2023-03-29,14.24,59.3,14.98,72.4,0.74,5.2,8,RSI OB
APP,2023-06-27,2023-06-28,26.04,65.7,25.71,78.6,-0.33,-1.27,1,RSI OB
APP,2023-11-07,2023-11-10,40.89,59.5,43.79,71.8,2.9,7.09,3,RSI OB
APP,2024-01-18,2024-01-23,43.09,62.2,44.73,72.1,1.64,3.81,5,RSI OB
APP,2024-08-13,2024-08-22,79.79,51.4,89.0,77.3,9.21,11.54,9,RSI OB
APP,2025-12-02,2025-12-04,653.0,62.8,683.78,79.3,30.78,4.71,2,RSI OB
APP,2026-04-15,2026-04-17,464.63,55.6,477.2,73.5,12.57,2.71,2,RSI OB
APP,2026-07-01,2026-07-13,564.61,64.3,442.85,45.5,-121.76,-21.57,12,SuperTrend
WYNN,2015-04-09,2015-04-29,136.63,61.7,108.77,23.0,-27.86,-20.39,20,SuperTrend
WYNN,2015-06-04,2015-06-24,109.44,51.3,98.21,22.6,-11.23,-10.26,20,SuperTrend
WYNN,2015-07-01,2015-08-13,103.07,47.2,94.62,38.0,-8.45,-8.2,43,SuperTrend
WYNN,2015-10-02,2015-10-16,63.52,43.7,72.9,75.1,9.38,14.77,14,RSI OB
WYNN,2015-12-09,2016-01-07,69.91,64.2,60.19,34.1,-9.72,-13.9,29,SuperTrend
WYNN,2016-01-29,2016-02-18,67.34,66.0,78.45,70.5,11.11,16.5,20,RSI OB
WYNN,2016-09-12,2016-09-14,104.01,63.4,107.25,85.2,3.24,3.12,2,RSI OB
WYNN,2016-11-21,2016-11-23,97.38,48.6,101.32,79.0,3.94,4.05,2,RSI OB
WYNN,2017-01-06,2017-01-27,92.43,55.3,103.08,72.1,10.65,11.52,21,RSI OB
WYNN,2017-03-01,2017-03-14,102.71,63.7,104.7,73.7,1.99,1.94,13,RSI OB
WYNN,2017-08-15,2017-08-22,136.39,57.7,136.15,72.1,-0.24,-0.18,7,RSI OB
WYNN,2018-01-17,2018-01-22,173.59,59.0,195.23,79.0,21.64,12.47,5,RSI OB
WYNN,2018-11-07,2018-12-03,113.99,50.1,119.79,72.0,5.8,5.09,26,RSI OB
WYNN,2019-01-07,2019-01-11,109.47,53.6,113.55,70.1,4.08,3.73,4,RSI OB
WYNN,2019-06-10,2019-06-21,116.67,45.4,121.5,75.2,4.83,4.14,11,RSI OB
WYNN,2019-09-10,2019-09-13,116.89,54.4,117.46,70.6,0.57,0.49,3,RSI OB
WYNN,2019-10-15,2019-10-25,114.88,57.0,120.85,73.7,5.97,5.2,10,RSI OB
WYNN,2020-04-17,2020-04-23,78.46,64.4,76.05,70.7,-2.41,-3.07,6,RSI OB
WYNN,2020-07-15,2020-09-18,86.74,63.3,77.7,22.7,-9.04,-10.42,65,SuperTrend
WYNN,2020-11-05,2020-11-09,80.13,65.2,102.24,81.3,22.11,27.59,4,RSI OB
WYNN,2021-02-05,2021-02-17,116.99,65.1,122.17,78.0,5.18,4.43,12,RSI OB
WYNN,2021-08-24,2021-09-07,99.44,62.4,105.93,72.0,6.49,6.53,14,RSI OB
WYNN,2021-11-05,2021-11-29,96.92,62.1,83.0,31.8,-13.92,-14.36,24,SuperTrend
WYNN,2022-01-14,2022-02-16,91.47,57.4,94.23,70.5,2.76,3.02,33,RSI OB
WYNN,2022-06-08,2022-06-13,70.28,66.9,57.61,43.5,-12.67,-18.03,5,SuperTrend
WYNN,2022-07-21,2022-07-29,63.68,65.0,63.48,80.0,-0.2,-0.31,8,RSI OB
WYNN,2022-09-20,2022-10-11,67.8,69.0,59.64,44.7,-8.16,-12.04,21,SuperTrend
WYNN,2022-11-01,2022-11-04,67.86,66.7,70.81,72.7,2.95,4.35,3,RSI OB
WYNN,2023-04-24,2023-05-12,114.48,53.1,105.39,34.0,-9.09,-7.94,18,SuperTrend
WYNN,2023-07-11,2023-07-26,108.26,54.4,109.53,75.8,1.27,1.17,15,RSI OB
WYNN,2023-11-06,2023-11-10,95.14,60.2,85.49,41.5,-9.65,-10.14,4,SuperTrend
WYNN,2023-12-14,2023-12-19,89.8,54.5,91.72,75.1,1.92,2.14,5,RSI OB
WYNN,2024-09-17,2024-09-24,80.0,61.8,84.16,74.7,4.16,5.2,7,RSI OB
WYNN,2025-02-14,2025-03-05,88.82,56.6,90.67,71.1,1.85,2.08,19,RSI OB
WYNN,2025-04-24,2025-04-25,81.58,63.7,82.11,70.4,0.53,0.65,1,RSI OB
WYNN,2025-06-25,2025-06-26,91.91,63.3,92.64,74.2,0.73,0.79,1,RSI OB
WYNN,2025-12-01,2026-01-07,132.77,55.9,116.37,26.9,-16.4,-12.35,37,SuperTrend
WYNN,2026-02-06,2026-03-02,117.96,56.5,103.44,33.2,-14.52,-12.31,24,SuperTrend
WYNN,2026-06-01,2026-06-03,106.53,68.1,104.95,73.2,-1.58,-1.48,2,RSI OB
WYNN,2026-08-05,2026-08-07,101.15,58.4,102.54,70.2,1.39,1.37,2,RSI OB
XOM,2015-04-15,2015-04-28,88.08,63.1,87.8,72.4,-0.28,-0.32,13,RSI OB
XOM,2015-07-29,2015-08-03,83.14,57.9,78.06,31.1,-5.08,-6.11,5,SuperTrend
XOM,2015-10-02,2015-10-08,75.88,65.5,80.03,82.3,4.15,5.47,6,RSI OB
XOM,2016-01-14,2016-02-22,79.12,46.2,82.39,72.9,3.27,4.13,39,RSI OB
XOM,2016-09-28,2016-10-10,86.9,42.1,88.44,78.4,1.54,1.77,12,RSI OB
XOM,2016-12-05,2016-12-08,87.48,63.2,88.32,75.5,0.84,0.96,3,RSI OB
XOM,2017-06-12,2017-07-28,82.93,53.8,79.6,44.7,-3.33,-4.02,46,SuperTrend
XOM,2017-09-06,2017-09-07,78.78,60.4,79.03,75.9,0.25,0.32,1,RSI OB
XOM,2017-11-30,2017-12-08,83.29,45.4,82.66,71.5,-0.63,-0.76,8,RSI OB
XOM,2018-04-11,2018-04-18,77.43,58.3,79.22,75.4,1.79,2.31,7,RSI OB
XOM,2018-06-06,2018-08-01,82.06,50.2,80.39,37.5,-1.67,-2.04,56,SuperTrend
XOM,2018-08-29,2018-09-05,80.86,52.9,81.36,78.3,0.5,0.62,7,RSI OB
XOM,2018-11-07,2018-11-14,83.03,54.5,77.39,46.6,-5.64,-6.79,7,SuperTrend
XOM,2019-06-07,2019-06-20,74.58,44.2,76.61,78.3,2.03,2.72,13,RSI OB
XOM,2019-09-09,2019-09-13,71.49,61.8,72.64,88.1,1.15,1.61,4,RSI OB
XOM,2019-11-04,2019-11-05,71.67,60.7,73.09,72.5,1.42,1.98,1,RSI OB
XOM,2020-01-02,2020-01-21,70.9,62.8,67.58,38.4,-3.32,-4.68,19,SuperTrend
XOM,2020-11-09,2020-11-17,36.93,61.5,38.67,76.1,1.74,4.71,8,RSI OB
XOM,2021-02-05,2021-02-16,49.95,58.0,52.04,70.4,2.09,4.18,11,RSI OB
XOM,2021-04-29,2021-05-07,58.94,66.5,62.43,72.6,3.49,5.92,8,RSI OB
XOM,2021-09-23,2021-09-28,57.08,58.8,59.92,72.2,2.84,4.98,5,RSI OB
XOM,2022-01-03,2022-01-05,63.54,60.3,66.75,72.6,3.21,5.05,2,RSI OB
XOM,2022-04-18,2022-05-27,88.55,68.1,97.59,88.5,9.04,10.21,39,RSI OB
XOM,2022-07-28,2022-07-29,92.64,68.1,96.93,75.7,4.29,4.63,1,RSI OB
XOM,2022-10-04,2022-10-13,95.27,45.7,101.87,76.1,6.6,6.93,9,RSI OB
XOM,2023-01-12,2023-01-24,113.22,60.4,113.81,70.5,0.59,0.52,12,RSI OB
XOM,2023-04-03,2023-04-04,116.13,65.0,115.02,75.3,-1.11,-0.96,1,RSI OB
XOM,2024-01-25,2024-02-06,102.13,49.3,102.25,71.1,0.12,0.12,12,RSI OB
XOM,2024-06-27,2024-09-05,114.9,53.1,113.17,35.7,-1.73,-1.51,70,SuperTrend
XOM,2025-06-10,2025-06-12,107.22,58.2,109.73,73.6,2.51,2.34,2,RSI OB
XOM,2025-09-17,2025-09-25,115.29,58.4,115.59,73.3,0.3,0.26,8,RSI OB
XOM,2025-11-10,2026-01-07,118.22,68.6,118.49,59.0,0.27,0.23,58,SuperTrend
XOM,2026-01-13,2026-01-21,126.54,66.6,133.61,70.4,7.07,5.59,8,RSI OB
XOM,2026-05-18,2026-05-27,160.49,64.4,147.9,48.9,-12.59,-7.84,9,SuperTrend
XOM,2026-07-13,2026-07-17,144.51,61.9,147.36,72.9,2.85,1.97,4,RSI OB
XEL,2015-07-07,2015-07-14,33.89,69.3,33.54,70.4,-0.35,-1.03,7,RSI OB
XEL,2015-12-16,2016-02-02,36.42,59.0,38.98,71.9,2.56,7.03,48,RSI OB
XEL,2016-05-04,2016-05-11,41.01,53.9,41.38,85.8,0.37,0.9,7,RSI OB
XEL,2016-09-22,2016-09-30,42.9,62.0,41.14,47.5,-1.76,-4.1,8,SuperTrend
XEL,2016-12-13,2016-12-20,40.72,60.8,40.98,71.8,0.26,0.64,7,RSI OB
XEL,2018-05-30,2018-06-05,45.61,59.5,43.32,38.5,-2.29,-5.02,6,SuperTrend
XEL,2018-06-25,2018-06-26,45.15,65.8,45.33,79.8,0.18,0.4,1,RSI OB
XEL,2018-10-08,2018-10-24,48.78,54.9,50.26,72.7,1.48,3.03,16,RSI OB
XEL,2019-05-10,2019-05-13,57.21,69.4,57.78,70.2,0.57,1.0,3,RSI OB
XEL,2020-03-04,2020-03-16,69.2,50.5,58.36,36.4,-10.84,-15.66,12,SuperTrend
XEL,2020-05-28,2020-05-29,64.01,69.8,65.03,71.7,1.02,1.59,1,RSI OB
XEL,2020-10-05,2020-10-08,71.47,54.7,72.51,82.6,1.04,1.46,3,RSI OB
XEL,2021-03-16,2021-03-18,63.41,67.2,62.4,71.9,-1.01,-1.59,2,RSI OB
XEL,2021-07-16,2021-07-20,69.13,66.6,68.16,71.5,-0.97,-1.4,4,RSI OB
XEL,2021-10-14,2021-12-16,65.43,59.4,68.95,72.6,3.52,5.38,63,RSI OB
XEL,2022-03-03,2022-03-04,69.13,62.0,71.26,70.4,2.13,3.08,1,RSI OB
XEL,2022-06-30,2022-07-11,70.76,48.2,69.89,70.9,-0.87,-1.23,11,RSI OB
XEL,2022-10-28,2022-11-01,65.37,66.9,65.9,78.4,0.53,0.81,4,RSI OB
XEL,2023-03-20,2023-04-11,67.39,62.1,71.04,74.2,3.65,5.42,22,RSI OB
XEL,2023-07-21,2023-08-03,65.21,69.0,61.32,31.3,-3.89,-5.97,13,SuperTrend
XEL,2023-09-20,2023-09-25,59.96,63.7,59.49,76.4,-0.47,-0.78,5,RSI OB
XEL,2023-10-16,2023-10-20,59.56,59.6,58.1,70.2,-1.46,-2.45,4,RSI OB
XEL,2024-04-22,2024-05-16,54.96,57.7,55.85,73.0,0.89,1.62,24,RSI OB
XEL,2024-06-04,2024-07-01,56.03,52.8,52.43,22.3,-3.6,-6.43,27,SuperTrend
XEL,2024-07-17,2024-07-22,55.32,58.8,55.74,70.7,0.42,0.76,5,RSI OB
XEL,2024-10-31,2024-11-11,66.81,69.6,68.65,71.3,1.84,2.75,11,RSI OB
XEL,2025-01-27,2025-02-19,67.99,54.8,69.07,72.4,1.08,1.59,23,RSI OB
XEL,2025-04-03,2025-04-04,72.14,66.5,67.89,40.8,-4.25,-5.89,1,SuperTrend
XEL,2025-05-16,2025-06-16,72.38,62.2,66.79,31.8,-5.59,-7.72,31,SuperTrend
XEL,2025-07-17,2025-07-22,69.65,63.3,73.06,72.7,3.41,4.9,5,RSI OB
XEL,2026-01-21,2026-02-12,76.51,63.2,78.98,73.6,2.47,3.23,22,RSI OB
XEL,2026-04-09,2026-04-10,82.77,66.2,82.38,86.9,-0.39,-0.47,1,RSI OB
XEL,2026-06-26,2026-06-29,82.23,66.1,81.98,74.9,-0.25,-0.3,3,RSI OB
XYL,2015-03-20,2015-04-29,35.99,48.4,36.63,71.6,0.64,1.78,40,RSI OB
XYL,2015-09-15,2015-10-08,33.03,65.6,34.99,72.2,1.96,5.93,23,RSI OB
XYL,2016-01-29,2016-02-04,35.95,63.0,37.08,72.5,1.13,3.14,6,RSI OB
XYL,2016-07-07,2016-07-15,45.63,51.6,47.05,72.8,1.42,3.11,8,RSI OB
XYL,2016-08-11,2016-08-15,48.54,65.2,50.32,70.8,1.78,3.67,4,RSI OB
XYL,2016-09-21,2016-09-29,51.81,56.0,51.82,71.2,0.01,0.02,8,RSI OB
XYL,2016-11-08,2016-11-10,49.3,48.7,52.74,70.4,3.44,6.98,2,RSI OB
XYL,2017-03-31,2017-04-10,50.22,63.2,50.74,71.8,0.52,1.04,10,RSI OB
XYL,2017-10-12,2017-10-16,64.88,51.2,65.96,73.7,1.08,1.66,4,RSI OB
XYL,2017-10-31,2017-11-06,66.53,60.9,66.54,72.8,0.01,0.02,6,RSI OB
XYL,2018-03-08,2018-03-21,77.19,62.7,79.34,76.7,2.15,2.79,13,RSI OB
XYL,2018-11-30,2018-12-04,72.98,56.8,68.04,48.0,-4.94,-6.77,4,SuperTrend
XYL,2019-01-10,2019-01-15,68.91,60.3,68.85,74.1,-0.06,-0.09,5,RSI OB
XYL,2019-06-05,2019-06-07,78.88,61.5,79.56,71.7,0.68,0.86,2,RSI OB
XYL,2019-09-11,2019-10-02,79.29,62.3,74.61,35.6,-4.68,-5.9,21,SuperTrend
XYL,2019-10-18,2019-10-22,79.78,50.5,81.27,75.7,1.49,1.87,4,RSI OB
XYL,2019-12-20,2019-12-23,78.61,64.7,78.95,76.9,0.34,0.43,3,RSI OB
XYL,2020-03-04,2020-03-12,85.32,43.2,64.82,24.3,-20.5,-24.03,8,SuperTrend
XYL,2020-05-27,2020-06-02,68.86,63.7,67.9,71.1,-0.96,-1.39,6,RSI OB
XYL,2021-03-15,2021-04-12,104.06,64.8,108.41,71.9,4.35,4.18,28,RSI OB
XYL,2021-06-30,2021-07-07,119.96,56.3,120.67,73.7,0.71,0.59,7,RSI OB
XYL,2022-05-04,2022-06-13,90.3,56.4,76.96,40.3,-13.34,-14.77,40,SuperTrend
XYL,2022-07-20,2022-07-28,81.2,60.1,89.98,77.1,8.78,10.81,8,RSI OB
XYL,2022-10-24,2022-10-27,96.0,55.8,100.55,72.4,4.55,4.74,3,RSI OB
XYL,2023-01-12,2023-01-19,116.19,62.5,108.63,49.4,-7.56,-6.51,7,SuperTrend
XYL,2023-03-31,2023-04-13,104.7,66.2,104.58,72.6,-0.12,-0.11,13,RSI OB
XYL,2023-06-02,2023-06-14,105.06,50.9,111.78,79.9,6.72,6.4,12,RSI OB
XYL,2023-11-03,2023-11-10,96.93,62.2,98.46,78.4,1.53,1.58,7,RSI OB
XYL,2024-02-01,2024-02-06,115.38,61.8,119.56,74.1,4.18,3.62,5,RSI OB
XYL,2024-07-16,2024-07-22,141.26,61.4,139.34,70.6,-1.92,-1.36,6,RSI OB
XYL,2024-09-19,2024-09-26,136.3,51.1,134.13,75.0,-2.17,-1.59,7,RSI OB
XYL,2025-01-21,2025-01-23,121.92,65.1,121.58,70.7,-0.34,-0.28,2,RSI OB
XYL,2026-01-06,2026-01-28,141.33,62.4,135.52,44.1,-5.81,-4.11,22,SuperTrend
XYL,2026-04-08,2026-04-28,127.97,68.1,117.91,27.5,-10.06,-7.86,20,SuperTrend
XYL,2026-06-25,2026-07-01,117.0,65.6,117.27,76.2,0.27,0.23,6,RSI OB
XYZ,2016-02-16,2016-02-29,9.93,54.6,10.44,75.1,0.51,5.14,13,RSI OB
XYZ,2016-11-03,2016-11-04,11.99,67.3,12.18,74.9,0.19,1.58,1,RSI OB
XYZ,2018-01-04,2018-01-11,38.1,59.7,42.3,79.4,4.2,11.02,7,RSI OB
XYZ,2018-05-08,2018-05-14,53.32,55.5,54.28,83.4,0.96,1.8,6,RSI OB
XYZ,2018-08-14,2018-08-23,74.97,54.1,77.12,75.1,2.15,2.87,9,RSI OB
XYZ,2018-11-07,2018-11-19,82.69,59.6,62.97,44.3,-19.72,-23.85,12,SuperTrend
